REPORT ID,TITLE,YEAR,CREATOR,CONTRIBUTOR,REGION,REGION NEIGHBORHOODS,CALL NUMBER,TABLE OF CONTENTS,PATH
5922,South Delaware Waterfront District Plan,1982,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",NA 9127 P52 A439,"pp. 1: select a section,pp. 1: Original Cover,pp. 3: Contents,pp. 5: Introduction,pp. 9: Summary,pp. 11: Map: Context,pp. 13: Existing Conditions,pp. 17: Map: Existing Land Use,pp. 21: Map: Ownership,pp. 25: Map: Employment 1980,pp. 29: Map: Active Port Facilities,pp. 33: Map: Capital Investment,pp. 37: Map: Circulation,pp. 41: Map: Transit,pp. 47: Opportunities and Constraints,pp. 51: Map: Rail System,pp. 55: Map: Environmental Factors,pp. 61: Map: Recommendations,pp. 64: Map: Packer Avenue Marine Terminal Developments,pp. 65: Map: Pier Renovations,pp. 66: Map: Packer Avenue Marine Terminal Annex,pp. 69: Map: Employee Parking Lot,pp. 71: Map: Port Industrial Park - 35 Acres,pp. 72: Map: Port Industrial Park - 50 Acres,pp. 74: Map: Rail Service to Amstar - Alternatives 1 & 2,pp. 76: Map: Proposed Site Plan - Foot of Washington Avenue,pp. 79: Glossary",
5928,South Triangle Plan,1963,Philadelphia City Planning Commission,,Center City East,"Center City West,Fitler Square,Rittenhouse Square,Spring Garden",HT 177 P47 P44 1963,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title Page,pp. 3: The Commission,pp. 4: Letter of Transmittal,pp. 6: Contents,pp. 7: Maps List,pp. 8: Images List,pp. 9: Aerial Photo,pp. 10: Introduction,pp. 11: Existing Conditions,pp. 13: Existing Land Use,pp. 13: Proposed Land Use,pp. 14: Photos: Blighted Areas,pp. 15: Map: Existing Land Use,pp. 16: Map: Proposed Land Use,pp. 17: Distribution of Land Uses,pp. 18: Zoning,pp. 19: Map: Existing Zoning,pp. 20: Map: Proposed Zoning,pp. 21: Proposed Standards of Development,pp. 23: Proposed Street Changes,pp. 24: Map: Proposed Street Changes,pp. 25: Housing of Displaced Persons,pp. 25: Estimated Cost of Acquisition,pp. 26: Continuing Controls,pp. 27: Preliminary Site Plan,pp. 28: Map: Pattern of Space,pp. 30: Map: Preliminary Site Plan",
2614,Southeast Central 1 Redevelopment Area Plan,1959,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",NA 9127 P4 P4565 1959,"pp. 1: select a section,pp. 1: front cover-recto,pp. 2: front cover-verso,pp. 3: title page,pp. 5: Letter of Transmittal,pp. 7: Table of Contents,pp. 11: Map: Exisiting Land Use,pp. 13: Map: Proposed Land Use,pp. 15: Map: Zoning,pp. 17: Map: Proposed Street Changes,pp. 22: Map: Preliminary Site Plan,pp. 23: back cover-recto,pp. 24: back cover-verso",
5929,Southwark-Queen Village,1964c.,Philadelphia City Planning Commission,,Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",NA 9127 P4 S6,"pp. 1: select a section,pp. 1: Cover,pp. 2: Cover,pp. 4: Title Page,pp. 5: The Commission,pp. 6: Table of Contents,pp. 7: Maps List,pp. 9: Map: Design Structure of Southwark-Qeen Village,pp. 9: Introduction,pp. 10: Pedestrian Way,pp. 11: Map: Pedestrian Ways,pp. 12: Institutions and Playgrounds,pp. 13: Map: Institutions and Playgrounds,pp. 14: Map: Washington Ave to Christian St.,pp. 16: Commercial,pp. 17: Map: Commerical,pp. 18: Housing,pp. 19: Map: New Housing,pp. 20: The Edges,pp. 21: Map: The Edges,pp. 22: Traffic and Parking,pp. 23: Map: Traffic and Parking,pp. 24: Boundaries and Conditions,pp. 25: Existing Land Use,pp. 26: Map: Existing Land Use & Boundary,pp. 27: Map: Proposed Land Use,pp. 28: Photos: Blighted Areas,pp. 29: Proposed Land Use,pp. 30: Map: Existing Zoning,pp. 31: Map: Proposed Zoning,pp. 32: Zoning,pp. 33: Street Changes,pp. 34: Map: Street Changes,pp. 35: Map: Site Plan",
4331,Southwest Temple,1950,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",NA 9127 P4 A285 1950,"pp. 1: select a section,pp. 1: Cover,pp. 2: Letter of Transmittal,pp. 3: Proposed Development,pp. 5: Contents,pp. 6: Foreward,pp. 7: Southwest Temple Area,pp. 8: Existing Land Use,pp. 10: Proposed Land Use,pp. 15: Preliminary Site Plan,pp. 16: Existing Zoning,pp. 17: Proposed Zoning Changes,pp. 19: Proposed Street Layout,pp. 21: Proposed Transit Lines,pp. 28: 1949 Assessed Valuation,pp. 30: Redevelopment Areas,pp. 38: Proposed Project Programming",
4332,Strawberry Mansion Redevelopment Area Plan,1966,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",HT 177 P5 P5357 1966,"pp. 1: select a section,pp. 1: Cover,pp. 2: Letter of Transmittal,pp. 3: Title Page,pp. 4: Introduction & Existing Conditions,pp. 5: Photographs of Blighted Conditions,pp. 6: Photographs of Blighted Conditions,pp. 7: Existing Land Use & Proposed Land Use,pp. 8: Map: Existing Land Use,pp. 9: Map: Proposed Land Use,pp. 10: Zoning,pp. 11: Map: Existing Zoning,pp. 12: Street Changes,pp. 13: Map: Proposed Street Changes,pp. 14: Map: Unit Boundaries,pp. 15: Site Plan,pp. 16: Map: Preliminary Site Plan,pp. 17: Estimated Cost of Aquisition & Continuing Controls",
4378,"Triangle Area Philadelphia, Pennsylvania",1951,Urban Land Institute,,Center City East,"Center City West,Fitler Square,Rittenhouse Square,Spring Garden",HT 168 P43 U73 1951,"pp. 1: select a section,pp. 1: Front cover (recto),pp. 2: Triangle Redevelopment Area,pp. 4: Members of the Urban Land Institute Panel,pp. 5: Table of Contents,pp. 10: Report and Recommendations,pp. 40: Questions and Answers",
5938,University City Core Plan: 1966,1966,Philadelphia City Planning Commission,,West Philadelphia,"Belmont,Cedar Park,Cobbs Creek,Haddington,Kingsessing,Mill Creek,Overbrook,Powelton,University City,Wynnefield",NA 9100 P494 P435 1966,"pp. 1: select a section,pp. 1: Cover,pp. 2: Letter of Transmittal,pp. 3: Contents,pp. 4: Maps List,pp. 5: Images List,pp. 6: Introduction,pp. 7: Photo: Aerial View,pp. 8: Existing Conditions,pp. 9: Photos: Blighted Conditions,pp. 10: Objectives,pp. 11: Drawing: University City Science Center,pp. 12: Map: Existing Land Use,pp. 13: Map: Proposed Land Use,pp. 14: Existing Land Use,pp. 14: Proposed Land Use,pp. 15: Zoning,pp. 15: Proposed Standards of Development,pp. 16: Map: Existing Zoning,pp. 17: Map: Proposed Zoning,pp. 18: Circulation,pp. 19: Map: Proposed Circulation,pp. 20: Proposed Street Changes,pp. 21: Map: Proposed Street Changes,pp. 22: Proposed Site Plan,pp. 23: Map: Proposed Site Plan,pp. 24: Housing of Displaced Families,pp. 24: Estimated Cost of Acquisition,pp. 24: Continuing Controls",
4785,University Redevelopment Area Plan,1950,Philadelphia City Planning Commission,,West Philadelphia,"Belmont,Cedar Park,Cobbs Creek,Haddington,Kingsessing,Mill Creek,Overbrook,Powelton,University City,Wynnefield",NA 9127 P4 A28 1950,"pp. 1: select a section,pp. 1: Title Page,pp. 2: Letter of Transmittal,pp. 3: Contents,pp. 4: Foreward,pp. 5: Map: University Area,pp. 7: Map: Existing Land Use,pp. 8: Map: Proposed Land Use,pp. 17: Map: Existing Zoning,pp. 18: Map: Proposed Zoning Changes,pp. 19: Map: Proposed Street Layout,pp. 22: Map: Proposed Transit Lines,pp. 27: Map: 1949 Assessed Valuation,pp. 28: Map: Redevelopment Areas,pp. 37: Map: Project Programming",
4283,Washington Square Redevelopment Area Plan,1961,Philadelphia City Planning Commission,,Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",NA 9127 P4 P4585 1961,"pp. 1: select a section,pp. 1: Cover,pp. 2: Photo: Aerial View of Center City,pp. 3: Title Page,pp. 5: Contents,pp. 7: Introduction,pp. 9: Map: Boundaries,pp. 11: Map: Existing Land Use,pp. 13: Photo: Aerial View of Site,pp. 15: Map: Proposed Land Use,pp. 17: Map: Existing Zoning,pp. 19: Map: Proposed Zoning,pp. 23: Map: Proposed Street Changes,pp. 27: Map: Preliminary Site Plan",
4368,West Philadelphia District Plan,1964,Philadelphia City Planning Commission,,West Philadelphia,"Belmont,Cedar Park,Cobbs Creek,Haddington,Kingsessing,Mill Creek,Overbrook,Powelton,University City,Wynnefield",HT 177 P5 P536 1964,"pp. 1: select a section,pp. 1: Title Page,pp. 2: The Commission,pp. 3: Letter of Transmittal,pp. 4: Contents,pp. 5: List of Illustrations,pp. 6: Aerial Photo,pp. 7: Introduction,pp. 9: Philadelphia's Planning Process,pp. 12: Perspectives on West Philadelphia,pp. 27: District Objectives,pp. 31: The Design Concept,pp. 38: The West Philadelphia Plan,pp. 84: Acknowledgements",
5945,West Poplar Area Redevelopment Plan: 1953,1953,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",NA 9127 P4 A29,"pp. 1: select a section,pp. 1: Letter of Transmittal,pp. 2: Contents,pp. 3: Forward,pp. 4: Map: West Poplar Area,pp. 5: Map 1: Existing Lan Use,pp. 6: I. Boundaries and Existing Land Uses,pp. 7: Map 2: Proposed Land Use,pp. 8: II. Proposed Land Uses,pp. 9: III. Proposed Standards of Population Densities, Land Coverage and Building Intensities,pp. 9: Table: Sizes of Families - 1948,pp. 10: Table: Recommended Standards for Redevelopment Areas,pp. 11: IV. Preliminary Site Plan,pp. 12: Map 3 [top]: Preliminary Site Plan,pp. 13: Map 3 [bottom]: Preliminary Site Plan,pp. 15: Map 4: Existing Zoning,pp. 16: V. Proposed Zoning Changes,pp. 17: Map 5: Proposed Zoning,pp. 19: Map 6: Proposed Street Layout,pp. 20: VI. Proposed Changes in Street Layout,pp. 21: Map 7: Proposed Transit Lines,pp. 22: VII. Proposed Changes in Transit Lines,pp. 23: VIII. Rehousing of Displaced Persons,pp. 23: Table: Proposed Number of Persons and Dwelling Units,pp. 25: Table: Net Change in Number of Dwelling Units,pp. 26: IX. Estimated Cost of Acquisition,pp. 27: Map 8: Assessed Valuation,pp. 28: Table: Assessed Valuation and Acquisition Cost,pp. 29: Map 9: Redevelopment Areas,pp. 30: X. Proposed Controls,pp. 33: Map 10: Proposed Project Programming,pp. 34: Conclusions and Recommendations for Action",
2741,West Poplar Redevelopment Area : North Allen Project,1965,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",NA 9127 P4 P446 1965,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title Page,pp. 4: Letter of Transmittal,pp. 5: Contents,pp. 6: Introduction,pp. 7: Boundaries and Existing Conditions,pp. 8: 12th Street East Side from Harper Street to Girard Avenue,pp. 8: Warnock Street West Side from Harper Street to Girard Avenue,pp. 8: Warnock Street East Side from Harper Street to Girard Avenue,pp. 9: Existing Land Use,pp. 10: Map: Existing Land Use,pp. 11: Proposed Land Use,pp. 12: Map: Proposed Land Use,pp. 13: Existing Zoning,pp. 13: Proposed Zoning,pp. 14: Map: Existing Zoning,pp. 15: Map: Proposed Zoning,pp. 16: Rehousing of Displaced Families,pp. 16: Estimated Cost of Acquisition,pp. 16: Proposed Standards of Density, Land Coverage and Building Intensity,pp. 17: Continuing Controls,pp. 17: Proposed Street Changes,pp. 18: Map: Proposed Street Changes,pp. 19: Distribution of Land Uses,pp. 19: Preliminary Site Plan,pp. 20: Map: Preliminary Site Plan",
4334,Whitman Redevelopment Area Plan,1964,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",711.0974 P534.18 Whitman,"pp. 1: select a section,pp. 1: Cover,pp. 2: The Planning Commission,pp. 3: Letter of Transmittal,pp. 4: Contents,pp. 5: Introduction,pp. 7: Boundaries,pp. 9: Photographs of Blighted Areas,pp. 11: Existing Land Use,pp. 14: Proposed Land Use,pp. 16: Preliminsary Site Plan,pp. 18: Existing Zoning,pp. 19: Proposed Zoning,pp. 22: Proposed Street Changes",
